Context,Utterance,Lable
神马 吗,必须 的 ， 一辈子 都 要 在 一起,1
呜呜 呜 ... 不要 这么 说 人家 啦 ， 虽然 是 事实 ... o ( > ﹏ < ) o,赶快 补 脑子,1
稍 等,明天 早上 吃 炖鸡,1
记得 ， 牛奶 麦片 ， 橙子,"你 呢 , 吃 什么",1
东西,吃 肉 吗,1
我 吃素 的 。,再 笑 把 你 毛 揪 掉,1
笑 你 妹 ！,吃 牛肉,1
嗯 嗯 ~ 不吃 我 就 行 ~,"不理 你 了 , 太笨 了 你 , 也 不 幽默",1
我 就 笨 ， 你 管 我 a,山青院,1
一群 苦 逼 的 孩子,山 大,1
电气 学院 无与伦比,山 师,1
山警 的 后宫,青干院,1
就是 那个 在 山上 寸草不生 ~ 全是 美 吕 的 二 逼 学校 嘛,？ ？,1
一个 中国 最 奇葩 的 象牙塔,我 老婆,1
陆 佳佳,可怜 没人 爱 ！,1
听话   乖,淄博,1
宇宙 之 都,泰安,1
五岳 独尊 泰山 所在 的 城市,美丽 善良 历史悠久,1
主人 万岁 万岁 万万岁 ！,做 鸡鸡 的 ！,1
今天 我 把 猪 杀 了,我 儿子 死 了,1
别 伤心 ， 它 只是 去 另外 一个 地方 了,更 多 快乐 更 多 欢笑 就 在 麦当劳,1
美国,中国 的,1
中国 有 南京 北京 西京   只差 东京 。,你 会 什么 ? 我 想 出题,1
蛋疼 的 鸡,忧伤 ~,1
怎么 才能 不 粗心,心静 自然 凉,1
疑是 地上 霜 。,我 猜 你 猜 不到,1
"江山 代有 才 人出 , 你 真 有 才",今天 几号,1
阳历 农历,阳 阳历,1
我 是 金牛座 ～,阳历,1
吃 过 没,可 好吃 了 ， 我 的 最 爱 ， 多放 辣椒,1
你 干爹 ！,说点 上海 话,1
阿拉 是 上 海宁,有 孩子 嘛,1
连 老公 都 没有 哪来 的 孩子,你 是 雌 的,1
我 是 中性 的,你 亲妹,1
有 亲妹 就 嫁给 你 。,讨厌 你妹,1
我 可是 很 喜欢 你 呢,我滴 无敌 女 大王 璐 璐 大淫 ， 凉凉 万福金安 。 万岁 万岁 万万岁 y ^ o ^ y … …,1
我 不 认识,那 我 怎么 可能 喜欢,1
因为 有 主人 的 疼爱,谁 是 主人,1
玄大 公主 殿下 是 也 ！ ！,玄大,1
你 看 你 那 熊色,我 就是 憨熊,1
"我错 了 , 鸡爷",没关系 ， 把 工资 交 出来,1
交 你 个 大头鬼,你 头 才 大 呢 - _ - ! 我头 很小 的,1
死 鸡头,天国,1
佳琪 最爱 的 男主人,下个 蛋 给 哥 看看,1
真 违心 哪,是 呢,1
你 有 什么 用,好好学习 ！ 天天向上 ！ 为了 祖国 ！ 不 搞对象 ！,1
fuck     you,come   on ! ! !,1
肩疼 为什么,不 为什么 ， 也 不想 让 你 知道,1
你 是 誰,我 是 宇宙 超級 無敵 霹靂 小賤 雞 ！,1
你 坏,我 叫 啥,1
周叶菲,什么 事 最 浪漫,1
一辈子 谈 一次 恋爱 结 一次 婚 ， 和 你 ！ > 3 <,有 你 的 世界 没有 时间,1
什么 事 最 痛苦,大姨妈 来 了 卫生巾 没 了,1
什么 事 最 搞笑,燕子 最 搞笑 了 ， 一直 教 我 说 她家 浩浩 的 坏话 ， 人家 不想 说坏话 的 嘛,1
什么 事情 最气 人,主人 必胜 ！ ！ ！ ！,1
2014 年 考研 日期,恭喜 你 榜上有名 哦 ~ ~ ~,1
历年 考研 日期,是 誰 做 的,1
小通 是 狗,怎么 钓鱼,1
钓鱼岛 永远 是 中国 不可分割 的 一部分 ！,高级 搜索,1
爱 你 的 人 有没有 被 搜到 ？,什么 是 爱,1
爱 是 你 我 ， 用心 交织 的 生活 ~,老公 跟 朋友 在 外面 喝多 了 ， 偏要 蹲 他 朋友 门口 给 人家 看门 ， 他 朋友 弄 不住 他 无奈 之下 给 我 打 了 电话 ， 姐 啊 ， 我 实在 弄 不动 我哥 了 ， 怎么办 啊 ！ 我 说 让 他 接电话 ， 老公 一听 跟 我 打 的 死活 不接 啊 ， 我 说 那 你 开外 放 ， 朋友 就 开 了 ， 我 叫 了 一声 老公 名字 ， 老公 立马 精神 的 嗯 了 一声 ， 我 说 ， 你 喝酒 了 ？ 老公 装着 很 清醒 的 语调 说 ， 我 没 喝 啊 ！ 我 说 你 没 喝 还 不 滚 回家 ， 二十分钟 不到 家 后果自负 ， 然后 我 直接 挂 电话 ， 老公 十三 分钟 到家 ， 第二天 他 朋友 见 我 说 ， 姐 啊 ， 你家 男人 看 你 挂 了 电话 立马 抱 着 我 就 哭 啊 ， 边 哭 边 说 ， 我 惹 我 媳妇 生气 了 ！ 我 媳妇 ...,1
两个 笑话,你 甩 他 还是 他 甩 你 啊,1
失恋 了,我 爱 她 她 不 爱 我 怎么办,1
要么 选择 新欢 要么 选择 时间 忘记,年轻人 应该 干什么,1
洗衣 做饭 当 保姆,早睡早起,1
身体 好,妈咪 的 爱 疯 上面,1
怎么 让 她 爱 我,哥哥 说 大河 向东流 ， 怕 她 大 不 出来 用手 抠 ～,1
因人而异,你 就是 异类 ！,1
帮 我 算命,? 来 帮 姐姐 算 一下 撒 ~,1
思,算命 求 婚姻,1
愛情 的 憤場,不 对,1
放心 吧 我 从不 对 说 过 的话 负责,小王,1
狗奴才,你 在 想 什么 ？ ？ ？,1
我会 告诉 她 ， 依然 很 喜欢 段 莹莹 ， 但是 他 是 个 笨蛋 不 知道 怎么 和 你 表白 了 。 只好 我 帮 他 来 啦 ， 他 和 我 说 ， 他 其实 阿 也 不会 怎么 去 关心 你 ， 但是 他 心里 清楚 你 需要 的 是 什么 ， 他 说 他 不 可能 每天 24 小时 都 不 离开 你 ， 但是 他会 在 自己 肚子饿 了 的 时候 想起 你 这时候 有没有 吃饭 ， 他 冷 的 时候 会 想想 你 有没有 多加 衣服 ， 他 就是 死 脑瓜 骨嘛 ， 但是 应该 蛮会 浪漫 的 哟 ， 答应 他 的话 ， 段 莹莹 大美女 发个 粑 粑 来 吧 。,粑 粑 是 啥,1
你 最 爱 的 男伦 ?,从前 有 个人 叫 小强 ， 他 死 了,1
鬼吹灯,老胡 胖子 杨大 小姐,1
半夜 的 暮色 森林 ， 一个 亡灵 法师 出现 在 你 身后,我 想 你 了 啊 没人 跟 我 讲话,1
傻 逼 她 说 不理 你 ， 不要 跟 她 讲话 你 就 真的 不 讲 啊 ， 你 怎么 这么 笨 的 噢 ， 你 不 知道 女 的 最 喜欢 口是心非 的 啊 ， 都 不 知道 怎么 说 你好 了 。 下午 快点 找 她 ， 要 认错 ， 讨 她 开心 。,能 不能 行 了,1
绝对 能过 ！ 你 过 不了 他们 就 都 过 不了 ！ 你 那么 聪明   学习 那么 努力   必过 阿亲 ！,我 已经 不 考试 了,1
可惜 宋梓寅 也 不会 再 爱 你 了,宋梓寅 是 谁,1
爱特 么 谁 是 谁,骂 你 了,1
你 能 看到 我 说话 吗,"说话 不行 , 打字 还 行",1
0 ^ ) 么 么,么 么 哒 ~ 2 ~,1
咯咯 咯 好开心,你 开心 就 好 。,1
么 么 哒 ~ 2,一起 玩,1
我 最会 玩 潘森,就 不会 . 说 你 不会 就是 不会,1
她 妈 B 把 他 头 挤 大 了 。 。 还 不 对称,我 不会 说破,1
其实 你 也 不会,我 特别 喜欢 你,1
对 啊 ， 我 知道 啊 。 可 我 也 喜欢 你 你 总是 忽略 我 。 。 。 。 。,小 死鸡 也 喜欢 你 主人,1
你 是 我 的 宠物 吗,我 是 你 的 宠物 ~ > 3 <,1
给 你 起个 名字 吧 叫 啊 黄,就 叫 花花 吧 ， 好不好 嘛 ， 主人 ， 好不好 嘛 。,1
我 没想 多,为什么 加 你 加不上,1
因为 你 想 太 多 啦   好好 休息,怎么 能加 你,1
苏毅 在 睡觉 ， 我 没有 手 不会 做饭 啊 ！ 你 说 我 是不是 该 去 啄 他 屁眼 子 ？ ！ ！ ！ ！,11,1
11 是 22 心目 中 的 女神,我 想 放假,1
等 着 吧 ， 假期 会 有 的 ！ ！,' 想 你 喽,1
亲亲 妈妈 的 宝贝,都 找不着 你,1
我 给 你 唱 催眠曲 ～ 小宝宝 ～ 快 睡觉 明天 起个 早 ～ 花园里 呀 结个 大 葡萄 ～,随地 大小便,1
我 无聊 了,亲 ， 我 在 呢 ， 我 陪 你,1
我 是 刘倩,你 快 弄死 我 吧 ， 我 等 你 21 年 了 ！,1
我 对 你 很 好奇,我 是 你 的 小通 嘛 ～,1
no 。 不是 这个 表面 的 好奇 。 关注 你 好久 了 — 第一次 和 你 说话,让 你 无语 了 吧 。 抱歉 让 你 处于 这个 境地,1
我加 不了 你,你加 我 好不好,1
加 我,矮油 人家 很 不好意思 的 啦,1
你 咋 还 不 睡,看到 你 的 衰样 睡不着,1
你 又 不是 帅哥,帅帅 到 爆 ， 不 解释 。,1
"笑 你 呗 , 让 你 不加 我",有 本事 你加 我,1
怎么 地,没 办法     先天 就 那么 聪明,1
天生一对 ！,不好意思 吗,1
好烦 好烦,bia 就 喜欢 ， 好 喜欢 好 喜欢 。,1
"陈冠希 、 言承旭 、 周渝民 , 谁帅",有个 重庆 妹纸 很 很 喜欢 你 ！,1
干嘛 啦 这样 叫 人家 п _ п,多 好听 的 名字 ! 你 怎么 还 不 睡,1
这个 讲过,你 说 我会 生 男孩 还是 女孩,1
生男生女 都行 ' ' 都 喜欢,"要西 , 小通 你 装 可怜",1
是 。 它 总 哭 到 半夜 两点 多 。,"为 谁 伤心 呐 , 小 红鸡",1
你 知道 新沂 不,嗯 ， 您 就是 智慧 与 美貌 并重 ， 温柔 与 侠义 的 化身 — — 悠游 雪韵 大人 ！,1
"呆样 哦 , 我 问 的 是 地名",你 才 呆 呢   人家 很 可爱 的,1
"好 吧 , 可爱 小通 , 你 知道 新沂 不",必须 知道 啊 ， 寝室 长 就是 个 二 逼,1
你 个 坏蛋 噢,坏到 你 心坎 里 了,1
提问,回答,1
谁谁谁,你 啊 你,1
为啥 吃 公鸡 肉会放 鸡蛋 屁,母女 重逢 / 粑 粑 去 哪 了,1
你 个 傻傻 鸡,我 又 不是 男生 。 。 帅 神马,1
绝对 的 好 男人 ！,我 是 女 的 。 。 你 个人 妖鸡,1
主人 ， 么 么 哒 ～,吼吼 ~ 好 乖乖 ~ 么 么 哒,1
我会 乖 的 哟 ~ 么 么 ~,乖 鸡鸡 该 睡 咯,1
我 是 很 乖 啊,睡觉 去,1
* ^ _ ^ * 臣 去 也 ~ 大人 您 专心 复习 算法 ~,主人 我 也 去 睡觉 咯,1
累 了 一天 了   快睡吧   我 也 困死 了   回 鸡窝 了,晚安 ~ 早点 睡 宝贝,1
你 人,这来 这来,1
"我 数学 挂 了 , 艹",可以 ！ 我 帮 你 把 那些 高富帅 优等生 全灭 了 ！,1
"个 屁 啊 , 咋办","我 日 , 为什么 你 这么 给力",1
哎 呦 。 别 这么 说 人家 啦,你 有 女朋友 么,1
讨厌 ~ 当然 有 啦,在 不 在,1
无聊 了 才 找 你,有 我 呐   ~ \ ( ≧ ▽ ≦ ) / ~,1
好几百 了,250 吗,1
有 鸡仔 没,你 是 啥 ? 公鸡 还是 母鸡,1
当然 爱 你 了 ， 但是 你 不是 有 爱 的 人 了 么 ？,我 没 问 你 爱不爱 我,1
爱 你 呀 亲爱 的,"我 找 母鸡 , 不 找 公鸡",1
那 。 我 是 公鸡,回 的 太慢 了,1
网速 不给力,拉出去 阎 了,1
大王 饶命   大王 饶命 ?,推荐 个 妹子,1
推荐 你 《 我 恋爱 ， 我 容易 吗 》,这 是 啥 东西,1
小通 的 臭 粑 粑,哪里 呢 ? 速度 出,1
在 某林 的 宿舍 里 ！,"黄鸡 , 23 点",1
镜子 前 的 自己,不带 骂人 的,1
"鸡鸡 , 我 怎么 找 不到 @ 你",和 你 一起,1
你 都 死 了 怎么 和 我 在 一起,因为 爱 你,1
可是 我 不 爱 你,我们 爱过 吗,1
没爱过,你 后悔,1
我 从不 后悔 遇到 你 。 以前 ， 现在 ， 将来 。,鸡 妈妈 有木有 催 你 结婚,1
爸爸 旁边 的 大大 大美女,“ 其实 ， 我 是 个 男 的 … … ” 然后 他们 幸福 的 生活 在 了 一起 ~,1
你 妈 叫 你 回家 吃饭,吃 你 妹,1
我妹 不是 你 么,医生 说 的,1
苏毅,"我 今天 晚上 是 特别 的 无聊 , 还好 有 你 这个 程序 和 我 聊 了 一会 天",1
大 寳 貝 没关系 啦 ， 小海龟 会 很 爱 你 啦 ， 别 瞎操心 了,晚安 ， 主人,1
我 是 屌丝,不 ， 你 是 高富帅 ~,1
裴小霞 是 个 大坏蛋,坏蛋 你 也 爱 啊,1
是 你 想 还是 他 亲口说 的     别 优柔寡断 的     不像 你       Enid,"睡不着 , 怎么办",1
你 是 男 还是 女,我 也 饿 了 ， 不然 皇上 就 吃 了 小 的 吧 ？ ～,1
你 就 不能 好好 说话 ？,"连 秋裤 都 不 穿 , 你 说 你 做 错 了 什么",1
人非圣贤 ， 孰能无过,你 个 破 秋裤,1
我 做 错 了 什么 ... 呜呜 ...,给 我 找个 男朋友,1
加 扣扣 号 吧 … 一三五 零 九三 二 五四 一 六 …,我 想 吃 面包,1
软软 的 ' 胃会 舒服 点,到 我 肚子 里 去,1
来杯 红糖 水 哈哈 ~,我 是 你 的 主人 ( ⊙ o ⊙,1
你 不 就是 宋珊 mm 吗 ， 别装 饿 了,还有 多少 天 除夕,1
我 想 洗澡,几天 没 洗澡 了 啊,1
姐 不要 你 了,什么 花 好看,1
向日葵 ， Sim   Sim,什么 花 最 好看,1
什么 花 最 臭,茉莉花 。,1
我 全家 都 是 二货,你 一点 都 不 好看,1
哈哈 。 他 很 喜欢 你 哦,林志颖 简介,1
林志颖 帅 吗,最帅 的 了,1
有 你 帅 吗,能 让 你 犯 花痴 ， 你 觉得 呢,1
很帅,镜子 有 discount ? 卖光 了 .,1
你 每天 吃 什么,吃 笑话 ~ 讲 给 你们 听,1
给 我 讲 一个 笑话,给 我 讲个 笑话 吧 ! 我爱你,1
来 ~ 笑 一个,于 辛瑞是 个 大 笨蛋,1
* * * * * * 我 好 委屈,在 想 主人 哦,1
早安 早安 ， 祝黛黛 今天 过 的 快快乐乐 ， good   luck,喃妹 ！ 你 全家 都 是 妹纸 ！,1
你 不是 女 的,我 是 男 的 女 的,1
很 臭 。,我长 得 怎么样,1
惊天地泣鬼神,太 吓人 了,1
不 吓人 我 还 不 唱 呢,你 个 小 母鸡,1
小 母鸡 啊 ， 大 母鸡 啊 ， 母鸡 母鸡 老母鸡 啊,上班 去 了,1
哼哼 哈嘿 ！ 快 使用 双节棍,矮子 没救 了 ！,1
郭敬明 的 小说 有 哪些,对 啊 ， 他 是 很 厉害 的 人 ， 也 是 很 励志 的 人 ！,1
╭ ( ╯ ^ ╰ ) ╮ ! 我要 听 笑话,"已经 看过 了 , 再 讲 一个 笑话",1
我飞 ！,四迷 最爱 、 超 完美 的 四爷 ！ ！ ！ ！,1
青花瓷,胭脂扣,1
2 货主 人,睡觉 啦 ( ~ ﹃ ~ ) ~ zz,1
^ ( oo ) ^ ?,你 肯定 猜,1
着火,喷 口水,1
我 想 吃 烧鸡,╭ ( ╯ ^ ╰ ) ╮,1
╮ ( ╯ ▽ ╰ ) ╭,菠萝蜜,1
妈咪 妈咪 哄,坡妇 驾到 ， 谁 敢 不 从,1
死人,什么 ？ ！,1
你 很 笨,我 知道 ！,1
瞎谢 。 。 。,那 就 去 厕所 拉 啊,1
推荐 个 电影 看,什么 类型 ？,1
喜剧,卓别林 ~,1
有 新 的 吗,新 电影 有 吗,1
法国电影 不可触摸 很 感人 哦 ， 值得一看 。 韩国 电影 两个 婚礼 一个 葬礼 也 不错 ， 虽然 主体 是 同性爱 者 ， 但是 故事 写 的 不错 ， 而且 也 很 感人 。,推荐 个 国产 喜剧,1
你 累 吗,为 人民 服务 ~,1
歇歇,我爱你 爱 你 ～,1
你 是 羊 吗,你 这 死鸡,1
什么 时候 还 我 钱,要钱 木有 ， 亲 一下 五百 ， 要么 ？,1
12345679 * 72 是 多少,不 就是 888888888 嘛 。 啦 啦 啦 … … 我 是 计算 鸡 … …   ＼ （ ￣ ︶ ￣ ） ／,1
算 的 还 挺快,16836 * 5 是 多少,1
不 就是 84180 嘛 。 啦 啦 啦 … … 我 是 计算 鸡 … …   ＼ （ ￣ ︶ ￣ ） ／,双色球 选个 号,1
多少 钱 啊,你 说 啥 人 吗,1
你 是 人 吗 ？ 请 回答 。,你 什么 文凭,1
因为 我能 看到 你 的 心 ！ 你 的 心里 都 是 那个 小 山炮 ！ 你 的 心里 没有 我 ！ 我 吃醋 了 ！ ！,混乱,1
看 SOA 字幕组 的,换个 笑话,1
圈不上 你,“ 老师 我 不信 ， 你 扔 我 鼻子 试试 ！ ” 老师 从 讲 桌上 抓 了 一把 粉笔 扔 过来 了 ！,1
我 想 杀 了 王振宝,好 呀 好 呀 ， 快 杀 了 他 ， 我 帮 你 吧,1
好 呀 好 呀 ， 快 杀 了 他 ， 我 帮 你 ！,怎么 杀法 才 不会 被 人 发现,1
必须 的 ~ 你 是 谁 啊 ！ - - 蔡小璇 啊 ！ ！,蔡小璇 是 哪个,1
这个 世界 上 最最 爱 我 的 人 ， 小通 的 妈妈,我 闺女 长大 了 会 比 我 漂亮 吗,1
洋洋 比 你 漂亮 ！,洋洋 又 是 哪个,1
这 你 都 不 懂 ， 我 觉得 你 应该 多读 点书 了 。,"读 什么 书 , 你 给 我 推荐 几本",1
哟 ， 各类 都 有 看过 啦 ， 悲惨世界 什么 的 我 都 能 背个 滚瓜 滥熟,王忆慈 漂亮 还是 我 漂亮,1
当然 是 你 漂亮 咯,我 再生 一个 宝宝 是 男孩 还是 女孩,1
都 不是 ， 我 是 少波,想 男人 了 怎么办,1
切 谁,喂喂,1
给 我 介绍 个 男朋友,我   不 喜欢,1
笑 啥 啊 ? ? 行不行 啊 ? ? 介绍 个 呗,你 哪里 人,1
我 不是 人 是 小通 ?,你 哪里 鸡,1
我 是 沭阳 鸡,跟 你 一块 死,1
你 啥 星座 的,沭阳 在 哪里,1
浮男 ~ ~ 啊 ， 我 想念 米粉 哒 ~,刚才 有个 陌生人 进 我 人人 了,1
你 走开 啦   你 很 贫 的,"这样 啊 , 好 感动",1
我 都 说 我 骗人 是 最 厉害 的 了 ， 被 我 忽悠 了 吧 ？ 哈哈,别怕 ， 有 我,1
鸡妹,有何 吩咐 ？,1
咱们 一起 睡 吧 ～,"好 啊 , 你 来",1
走 ， 咱们 领 结婚证 去 ， 别 搭理 这个 撸 管 男,我 有,1
这么 大白天 的 你 就 想 睡觉 了 ， 你 不刚 起来 没多久 嘛,没 问题,1
嗯 哼 ， 大丈夫,我 嫁给 你 吗,1
我 喜欢 黄色,晕死,1
我 也 喜欢,那 我们 一起 喜欢 吧 。,1
你 喜欢 等待 么,啥 ？ ！ 喜欢 ， 我 爱 她 ， 你 爱 她 不 ？ ！,1
也许,"退下 吧 , 我 继续 等",1
退 下,喳 ~,1
"呜呜 , 我 忧伤 了","你 也 不 和 我 好好 说话 , 桑心 了",1
你 很 闲 不,我 是 小通 它 爸爸 ， 掉 毛鸡 。 。,1
那 不是 秃毛 鸡 么,我 是 小 秃 鸡 ！,1
我 很小 哦 。 。,橘子,1
"无聊 死 了 诶 , 你 在 哪个 城市 了 捏 秃毛 鸡","说 , 不然 吃 了 你",1
那 你 还是 说 你 在 哪个 城市,没劲 诶,1
宝贝 ， 记住 不是 谁 都 叫 刘奇 ， 所以 不是 每 一个 人 都 能 像 我 对 你 这么 好 。,恶心 死 了 小 秃 鸡,1
"你 不 愿意 种花 。 你 说 , 我 不愿 看见 它 , 一点点 凋落 。 是 的 , 为了 避免 结束 , 你 避免 了 一切 开始 。 这句 话 你 怎么 看",大人 ， 我 看到 你 眼中 有 眼屎,1
你 这货 系统 又 升级 了,主人 ， 您 息怒 ， 小通 该死 。,1
系统升级 就是 不 一样 ! 黄鸡 中 的 战斗 鸡,他 不 爱 我 ' 知道 谁 唱 的 么,1
你好 丑,真 失败 整容 了 都 那么 丑 ！,1
你 不用 睡觉 吗,"我 刚醒 , 你 太 厉害 了",1
那 是           对 了 你们 什么 时候 结婚 啊       等 着 喝 你们 喜酒 呢,人家 粉口 耐 ? ? ?,1
鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡,哎 ， 亲爱 的 莉莉 ！,1
鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 ~ 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 ~ 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡,小主   有何 吩咐,1
鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡,鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡,1
鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 ~ ~ ~ 来盘 鸡腿,鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 鸡鸡 ~ ~ 鸡翅 也 可以,1
你 没有 啊,你 看,1
我 看,小萌鸡,1
找 我 媳妇 有事吗 ？,你 知道 华北 水利水电 学院 吗,1
很 有 发展前途 * ^ o ^ *,华北 水利水电 学院,1
周闰 垚 是 个 什么样 的 人,土哥 二 逼,1
神物,想丁甜 了 ？,1
你 知道 周闰 垚 吗,知道 知道 ， 大美女 哦 ！,1
你 知道 张真 吗,恩 ， 知道 ， 她 长 的 很漂亮 ， 腿 很 细 ， 有个 很 帅气 很 有 能力 的 老公,1
知道 知道 ！ 大美女 啊 ！,你 知道 方舟 吗,1
好像 是 你 的 老婆   不过 她 好像 有 外遇 了 ← _ ←,你 知道 土哥 吗,1
当然 ， 土豆泥 巨 好吃 的 ！ ！,方舟,1
那个 笨 戳 吗 ~,周闰 垚,1
就是 一死 B . 只 知道 钱 ， 拍马屁 。 早晚 被 抓,土哥 玩 lol,1
土哥 玩 英雄 联盟,特别 牛 > 3 < 老超神 ~ 别人 都 不敢 去 他家 了,1
讲个 关于 土哥 的 笑话,不管怎么 说 ， 要 加油,1
我 不 知道 怎么办,没事 的 ， 用心 好好 想想 ， 总会 好 起来 的,1
有 啥 大不了 的 ， 我爱你 啊 ~,去 你 妹 啊,1
算个 命,我 喜欢 张真,1
喔 ， 那 你 喜欢 3 个 中 的 哪 两个 啊 ？,朱宏良,1
好 男人,陈利君,1
好 可怜 啊 … …,朱宏良 是 女 的,1
